"salario" "GPA" "Edad"
"1" -16.6753317262139 1.48677964535252 18.5337840253406
"2" -14.7420411775649 1.61962682317533 17.1515264380191
"3" -13.1452063210974 1.77185649369854 16.0679398795017
"4" -14.7593876388826 1.9883474873443 17.948016569105
"5" -13.7940133232913 2.04808810563962 17.1713338455867
"6" -16.0606515432301 2.06140001339928 19.2563505819174
"7" -11.8809915999941 2.11455699621997 15.5276056390402
"8" -14.398823145574 2.12254412515865 17.798288475029
"9" -17.4967384340592 2.15526480707113 20.6847996782327
"10" -14.8069479351754 2.20234394686967 18.3215703262612
"11" -11.2105817575353 2.33862437321796 15.2219338338003
"12" -15.862288440672 2.36919450485505 19.4805677809015
"13" -14.4201028269641 2.41384130979549 18.2299463858827
"14" -15.6760803083337 2.4361093049588 19.3901168263352
"15" -16.5734301157593 2.47598971825969 20.2517173031165
"16" -13.1471893450637 2.49044125380085 17.1545097564764
"17" -13.6611096646518 2.5122189409664 17.6207487562738
"18" -12.0737177611624 2.52705104418047 16.2265271466171
"19" -12.4556458868872 2.53366928901728 16.5744393940096
"20" -11.6146392730969 2.53696883122369 15.8166521908583
"21" -7.27369451182718 2.65849376207087 11.9899709140702
"22" -12.2154945971349 2.66621957143614 16.4865970046103
"23" -12.3355354556355 2.68898931156395 16.6191599275921
"24" -13.1058746587008 2.68953137576664 17.3126219074182
"25" -11.0111700454693 2.6896886795821 15.4238555030724
"26" -10.1274696358327 2.73019380768931 14.6441443655028
"27" -10.7664893388475 2.74611366798518 15.2460423748995
"28" -13.3552687433329 2.84727615513389 17.7060814112859
"29" -11.3126712243041 2.96278413281008 15.9202551570152
"30" -12.5501361087949 2.97345962231964 17.0625101719834
"31" -11.1106967709032 2.97550467648238 15.7677307957379
"32" -15.763743682634 3.01494037614874 20.0263189064928
"33" -14.4251399324936 3.01585180027997 18.8190218854411
"34" -7.82453838577646 3.0812833860528 12.8416658149264
"35" -15.043405709102 3.10980853568091 19.4465116517768
"36" -14.1005494558936 3.11552795862982 18.5985683645943
"37" -11.4493934078996 3.13583865588444 16.2070997598562
"38" -12.2871388788448 3.13601749338655 16.9563766173252
"39" -10.302811581188 3.14778354665495 15.147818602312
"40" -11.4001173402039 3.15927498151733 16.178529323326
"41" -13.9787204872168 3.17356918102469 18.5253282080755
"42" -15.1901361514634 3.18371816527565 19.6451004169984
"43" -11.3713428414612 3.20740111995492 16.173380425462
"44" -12.1773893495299 3.20852728126849 16.9266996184371
"45" -14.9015787974238 3.22134813902195 19.3814814276237
"46" -11.4446374346737 3.22868546366564 16.265667690965
"47" -13.4817802458004 3.27471397127524 18.1429819131914
"48" -12.3576985829047 3.27712690462606 17.1260953144328
"49" -15.0606007418685 3.28012866414733 19.5983753405682
"50" -13.3416356114634 3.35218969553688 18.071910048973
"51" -14.670848943709 3.38722738162389 19.2960519598661
"52" -18.7364899708403 3.4305791844339 23.0185044096793
"53" -10.9568076738032 3.44115329251628 15.960227886872
"54" -13.4729720411029 3.45348846219185 18.2719979932652
"55" -12.9653308906537 3.46543311740374 17.8131959054599
"56" -10.2719384170283 3.48161599190616 15.3620879812559
"57" -11.7484308746671 3.48804116413615 16.7094332579774
"58" -16.6285034313644 3.50340902025002 21.1680240958521
"59" -15.1886692938324 3.53640790535372 19.8680559292498
"60" -18.3712249075671 3.56979041254996 22.7968573879005
"61" -10.9897656512342 3.57273957883247 16.0748694090836
"62" -9.71989226718171 3.58508447120848 14.942311304958
"63" -12.1163601035604 3.58854448236155 17.095683100668
"64" -14.4637723001038 3.5915971933235 19.2535485993447
"65" -13.9754321357345 3.59546956258338 18.8108662728039
"66" -10.9154666888637 3.63487359000207 16.0537190878435
"67" -9.76215844748366 3.6399002073191 15.0080836207
"68" -11.2643488674166 3.64522916380408 16.374480466808
"69" -9.04426209627602 3.66146536451925 14.3668188614167
"70" -14.2266878570252 3.66504541716907 19.0768587159729
"71" -15.3527431918413 3.66622474572398 20.108477253326
"72" -13.1611821132089 3.6776963827926 18.1122336924457
"73" -18.6416969694742 3.69335333929212 23.129540517148
"74" -13.4133786548671 3.70032798180168 18.3681630724684
"75" -15.2950651477452 3.70396095191164 20.0967402786545
"76" -10.2862446646756 3.70686869253656 15.530396116775
"77" -12.8325190899637 3.74728494050576 17.8741403129265
"78" -11.0124136146718 3.82608818963659 16.2562320905164
"79" -15.5804775994045 3.83803184763547 20.4082079820574
"80" -11.3191969181441 3.84118729841246 16.5476192979099
"81" -11.5575117993283 3.86614411046207 16.7929528167497
"82" -13.6119678042341 3.89920547407223 18.6650368599329
"83" -10.6650537270303 3.90099910443398 15.9715430560858
"84" -10.9720108939397 3.90324588430879 16.2630893183522
"85" -10.0853862492266 3.91519271337828 15.4722526183557
"86" -10.1926132902089 3.94031269479892 15.5772969190963
"87" -13.1503423643213 3.94169614577446 16.4778730335782
"88" -12.3729146787781 3.94404395111936 15.7480396630106
"89" -15.986875115438 3.95382050680532 19.0525165772484
"90" -14.7104820726437 4.0304391137371 17.9321294243169
"91" -16.7595306370131 4.07748132962986 19.8097040641625
"92" -15.1471624116347 4.10212057148422 18.3490287518956
"93" -10.9731911365544 4.10589836717943 14.5463175831784
"94" -12.7461276173518 4.13006280304201 16.1729812859598
"95" -18.3964860527487 4.14247150271114 21.305916495918
"96" -9.90034680293239 4.1433140673275 13.58861092922
"97" -14.0732296827929 4.14403216216949 17.3757165159705
"98" -13.2546196340384 4.14714518119414 16.6282518742387
"99" -10.9853306613206 4.16070490167278 14.5796023908651
"100" -15.8576624642268 4.18323034587675 19.0063998711144
"101" -12.5897714790664 4.18397250172475 16.0618145326963
"102" -17.5730297001486 4.20205788911654 20.576475854964
"103" -16.7424326900829 4.20702894212881 19.8265163468237
"104" -13.3783800204367 4.20713753337398 16.779705663034
"105" -15.3483544549859 4.22789256640464 18.5663113064635
"106" -16.7410641745395 4.24375163116825 19.8356152861691
"107" -14.2124736002226 4.24435609107431 17.5345978948035
"108" -12.7457090991917 4.24642066915592 16.2052623268532
"109" -16.9640034334264 4.25195856614822 20.0290078999667
"110" -11.6059956141637 4.26851831011147 15.1741840354409
"111" -14.2938608176579 4.27605956366678 17.6249421814217
"112" -16.6916729865714 4.28676140269766 19.7943205396669
"113" -14.171346241639 4.30805499851356 17.5204723871441
"114" -16.4969601454089 4.31162212831012 19.6550969603501
"115" -15.4594576679098 4.32461529835073 18.6872948325851
"116" -13.0801757769289 4.34212011791721 16.5356232401282
"117" -12.6821085180654 4.37433077277332 16.1834224017566
"118" -11.6984521721001 4.37604253284404 15.2999918017225
"119" -13.6078362894008 4.41301287922958 17.0373421570764
"120" -14.5502088583095 4.4174817871184 17.8932364028808
"121" -13.5791618150287 4.44804528894386 17.0338444722698
"122" -12.4733268274772 4.45201050087034 16.0256951521568
"123" -12.9589146610349 4.45344049893861 16.4673703312782
"124" -15.2337073761257 4.45959732135084 18.5417969784879
"125" -19.1236036344026 4.46092405985052 22.0713057456447
"126" -12.2747351559727 4.46552401665938 15.8300190689641
"127" -15.9941327040078 4.47792240798766 19.2376033029417
"128" -15.0779326738447 4.48586347590127 18.4008750551088
"129" -14.7920424570896 4.54047021750178 18.140696323049
"130" -16.0819920681648 4.56715538920362 19.3386919014979
"131" -10.8223280519437 4.61899725509376 14.5665342741761
"132" -12.1288809440615 4.63044018760851 15.7578505085098
"133" -13.4512381542983 4.66526352532608 16.973034521883
"134" -13.8484339657885 4.66761369101822 17.3287899962745
"135" -12.5339601302741 4.67028030517804 16.146170441421
"136" -15.5141224335078 4.69414002265878 18.8574730055356
"137" -14.2551249886841 4.6944583686812 17.7152447319397
"138" -10.0794074465705 4.69888412027205 13.916901047374
